customer_id,region,segment,industry,tenure_months,credit_limit,avg_balance,annual_spend,prior_late_count,days_since_last_order,orders_per_year,discount_rate,avg_order_value,noise_a,noise_b,days_to_pay,defaulted
C-02761,Desert Southwest,School District,Public Sector,22,28318.51,11802.91,93910.96,4,45,9,2.28,10434.55,42.88,92.64,55.9,0
C-02762,Desert Southwest,Outdoor Retail,Retail,40,35945.23,15273.53,129978.33,1,6,10,3.51,12997.83,33.516,72.137,34.2,0
C-02763,Desert Southwest,Outdoor Retail,Retail,61,41531.96,19604.87,160535.52,3,82,14,2.16,11466.82,33.311,37.515,36.2,0
C-02764,Mountain Central,Outdoor Retail,Retail,18,33802.64,18896.3,163402.66,2,32,8,4.45,20425.33,44.209,98.755,40.7,0
C-02765,Mountain Central,School District,Public Sector,31,21301.62,5772.73,40189.29,1,73,11,1.16,3653.57,38.568,35.511,25.0,0
C-02766,Mountain North,School District,Public Sector,7,12053.53,3848.11,23026.29,1,30,13,5.75,1771.25,33.414,14.908,21.3,0
C-02767,Mountain Central,Outdoor Retail,Retail,11,33872.4,15153.51,105256.27,1,15,12,2.81,8771.36,29.173,86.807,36.1,0
C-02768,Mountain Central,Outdoor Retail,Retail,46,54395.51,25391.92,217402.68,0,76,12,4.64,18116.89,61.039,28.721,35.4,0
C-02769,Mountain Central,Outdoor Retail,Retail,15,27913.21,11863.93,102677.57,4,42,6,2.91,17112.93,82.059,57.471,38.8,0
C-02770,Mountain Central,School District,Public Sector,21,22586.63,7578.69,53705.36,2,86,15,0.32,3580.36,25.156,44.846,34.7,0
C-02771,Mountain North,School District,Public Sector,20,75954.32,44284.36,475661.92,1,3,15,0.0,31710.79,81.211,19.098,71.0,0
C-02772,Mountain Central,School District,Public Sector,41,18397.32,7800.18,49434.13,2,30,9,1.17,5492.68,41.594,63.301,37.1,0
C-02773,Desert Southwest,Outdoor Retail,Retail,12,14303.47,3018.5,11037.8,1,31,7,3.29,1576.83,45.594,14.326,20.7,0
C-02774,Desert Southwest,Outfitter,Recreation Services,24,34810.16,16305.85,141489.32,1,15,10,7.29,14148.93,34.806,31.76,26.7,0
C-02775,Mountain Central,Outdoor Retail,Retail,54,117289.54,60163.82,669357.38,4,43,18,1.46,37186.52,30.804,39.132,74.0,0
C-02776,Mountain North,School District,Public Sector,12,17397.23,7218.98,43042.81,3,49,9,3.59,4782.53,49.182,9.862,44.7,0
C-02777,Mountain North,Outdoor Retail,Retail,8,27939.55,7737.52,47902.69,3,40,12,2.96,3991.89,65.32,75.489,46.3,1
C-02778,Mountain North,Outfitter,Recreation Services,24,14706.69,4664.23,29499.42,4,13,11,4.72,2681.77,39.428,33.43,23.9,0
C-02779,Desert Southwest,Outdoor Retail,Retail,3,16253.43,4429.22,22386.22,0,43,20,6.74,1119.31,48.593,23.691,24.8,0
C-02780,Desert Southwest,School District,Public Sector,4,36984.01,14909.96,103008.51,0,33,14,1.23,7357.75,57.063,83.715,39.7,0
C-02781,Mountain North,Outdoor Retail,Retail,49,27841.46,9525.99,57307.4,1,20,5,4.3,11461.48,35.972,61.827,31.2,1
C-02782,Mountain North,Outdoor Retail,Retail,26,23764.88,8752.21,52868.9,0,54,14,3.35,3776.35,66.677,17.529,23.3,0
C-02783,Mountain North,School District,Public Sector,14,65227.34,29005.42,332418.75,1,34,17,1.72,19554.04,61.49,38.39,69.1,0
C-02784,Desert Southwest,School District,Public Sector,13,22020.23,6489.26,37634.55,3,9,10,3.94,3763.46,60.309,73.248,35.1,0
C-02785,Mountain North,School District,Public Sector,17,39225.69,21070.88,192362.68,1,49,23,0.0,8363.59,74.203,62.224,40.5,0
C-02786,Mountain Central,Resort,Hospitality,37,9985.74,3327.8,18892.87,1,27,7,4.02,2698.98,45.664,15.643,26.3,0
C-02787,Mountain Central,School District,Public Sector,58,91731.09,49338.51,571927.38,4,24,19,2.86,30101.44,60.536,68.915,92.5,0
C-02788,Desert Southwest,Outfitter,Recreation Services,6,40742.12,20171.56,166764.57,0,43,23,0.0,7250.63,64.537,75.443,37.1,0
C-02789,Mountain North,School District,Public Sector,29,19821.95,8424.5,55785.72,1,87,16,5.79,3486.61,47.788,72.195,28.5,0
C-02790,Mountain Central,Outdoor Retail,Retail,19,24933.93,8757.09,65272.25,0,33,8,3.72,8159.03,70.682,88.299,11.5,0
C-02791,Mountain Central,Outdoor Retail,Retail,8,43310.72,14999.94,111168.22,5,20,15,2.41,7411.21,62.703,47.626,43.4,1
C-02792,Mountain Central,Outdoor Retail,Retail,43,44857.24,23010.44,180031.66,0,34,23,3.58,7827.46,85.808,99.377,24.0,0
C-02793,Mountain North,Outfitter,Recreation Services,63,32831.25,16195.22,147274.23,0,101,20,6.46,7363.71,58.71,94.602,32.8,1
C-02794,Mountain Central,Resort,Hospitality,70,25587.91,12183.18,83947.2,1,92,17,6.27,4938.07,62.866,96.054,19.2,0
C-02795,Mountain North,Outdoor Retail,Retail,41,22809.72,11683.58,85253.83,2,66,28,0.15,3044.78,26.51,15.128,37.3,0
C-02796,Mountain Central,School District,Public Sector,12,23543.74,8451.68,63426.61,4,87,14,5.22,4530.47,51.806,92.789,43.6,1
C-02797,Mountain North,Outfitter,Recreation Services,32,41362.01,17078.24,154953.86,0,24,27,2.67,5739.03,22.615,87.672,30.2,0
C-02798,Mountain Central,Outfitter,Recreation Services,14,39893.15,23530.94,223610.85,4,8,19,4.49,11768.99,62.157,43.202,51.1,1
C-02799,Desert Southwest,Resort,Hospitality,36,78177.93,49647.45,572733.16,1,39,22,2.94,26033.33,55.669,77.48,55.3,0
C-02800,Mountain Central,Resort,Hospitality,21,37583.51,17843.57,160564.1,2,5,9,3.15,17840.46,52.383,38.28,26.5,0
C-02801,Mountain North,Resort,Hospitality,23,50295.55,26575.19,237103.37,3,27,10,4.31,23710.34,54.104,67.353,42.0,0
C-02802,Mountain Central,Resort,Hospitality,41,37248.07,14676.06,112206.98,0,8,8,1.6,14025.87,54.466,40.24,33.6,0
C-02803,Mountain Central,Resort,Hospitality,7,18991.05,6393.59,41096.79,1,28,10,3.73,4109.68,53.748,57.649,23.2,0
C-02804,Desert Southwest,Outfitter,Recreation Services,11,25525.73,9650.46,66348.77,1,18,24,6.57,2764.53,59.907,61.249,27.6,1
C-02805,Desert Southwest,Outdoor Retail,Retail,50,86863.27,50181.87,562661.21,0,33,32,3.93,17583.16,27.127,18.59,48.2,0
C-02806,Mountain Central,Outfitter,Recreation Services,9,32455.22,17825.58,166516.01,0,34,24,4.33,6938.17,54.207,85.692,22.5,0
C-02807,Mountain Central,School District,Public Sector,24,25255.39,8787.36,75854.14,5,15,13,4.27,5834.93,66.645,82.246,39.4,0
C-02808,Mountain Central,Outdoor Retail,Retail,37,24660.43,10734.32,73918.52,2,14,18,4.32,4106.58,55.386,58.207,28.0,0
C-02809,Mountain Central,Resort,Hospitality,49,15644.87,4198.92,24303.45,2,84,6,2.65,4050.57,39.229,11.581,36.4,0
C-02810,Mountain North,Outdoor Retail,Retail,76,70336.18,35355.56,380275.9,3,40,26,4.46,14626.0,44.422,90.395,59.6,0
C-02811,Mountain Central,School District,Public Sector,30,24338.62,10590.19,84351.79,0,12,9,1.42,9372.42,48.919,97.129,29.9,0
C-02812,Mountain North,Outdoor Retail,Retail,11,51948.35,22918.98,220518.57,2,23,27,6.83,8167.35,39.66,98.127,32.1,0
C-02813,Mountain Central,Outfitter,Recreation Services,17,57649.76,31292.47,327048.4,2,21,12,2.76,27254.03,60.642,13.73,42.6,0
C-02814,Mountain Central,Outdoor Retail,Retail,26,44276.07,26493.75,251932.31,1,7,10,5.39,25193.23,60.982,19.472,41.4,0
C-02815,Mountain North,Resort,Hospitality,5,37640.64,12951.33,76127.09,0,49,7,0.64,10875.3,32.836,40.875,34.1,0
C-02816,Mountain Central,Outdoor Retail,Retail,28,17772.09,5271.42,32967.02,3,12,12,5.23,2747.25,47.441,5.389,14.1,0
C-02817,Mountain North,Resort,Hospitality,17,55647.78,24908.67,209438.62,0,22,13,0.72,16110.66,42.897,18.152,39.6,0
C-02818,Mountain Central,School District,Public Sector,16,54347.98,31186.93,257300.53,1,31,9,0.89,28588.95,83.677,0.842,68.4,0
C-02819,Mountain North,School District,Public Sector,50,50133.11,18080.04,122760.2,2,27,15,1.59,8184.01,47.789,13.722,52.5,0
C-02820,Mountain North,Outdoor Retail,Retail,49,15791.49,5478.68,34761.14,1,17,15,4.82,2317.41,49.029,6.202,12.5,0
C-02821,Desert Southwest,Outdoor Retail,Retail,7,18633.5,6584.19,36873.99,2,18,12,4.52,3072.83,54.092,75.083,34.3,0
C-02822,Mountain North,Outfitter,Recreation Services,58,8206.01,2638.92,10891.96,0,51,11,4.41,990.18,56.876,80.994,19.9,0
C-02823,Mountain North,Outdoor Retail,Retail,94,78760.02,48649.13,554788.51,1,9,18,3.63,30821.58,61.686,31.359,55.2,0
C-02824,Mountain Central,School District,Public Sector,33,23982.77,8588.8,69019.39,2,49,2,2.28,34509.7,36.814,67.929,33.8,0
C-02825,Mountain North,Outdoor Retail,Retail,23,18607.84,7975.7,49290.65,2,26,7,5.26,7041.52,62.042,21.035,30.3,0
C-02826,Mountain Central,School District,Public Sector,1,25688.72,10270.96,50399.24,1,104,13,1.02,3876.86,39.819,68.267,47.1,0
C-02827,Mountain North,Resort,Hospitality,7,44849.03,14991.0,133047.61,0,6,7,2.0,19006.8,46.044,98.077,20.3,0
C-02828,Mountain Central,Outdoor Retail,Retail,26,15167.34,5467.74,20588.6,0,13,9,5.48,2287.62,51.224,86.856,12.4,0
C-02829,Mountain Central,Resort,Hospitality,64,48524.63,27938.29,245967.72,1,31,22,3.4,11180.35,48.159,72.705,43.9,0
C-02830,Mountain Central,Outfitter,Recreation Services,6,41140.68,17470.31,157183.43,2,29,9,4.75,17464.83,29.666,14.974,27.0,0
C-02831,Mountain North,School District,Public Sector,12,30938.07,16769.92,134335.65,3,35,26,3.72,5166.76,53.891,10.6,43.5,0
C-02832,Desert Southwest,School District,Public Sector,37,21254.43,5893.51,46792.71,2,3,10,4.03,4679.27,73.795,74.051,34.5,0
C-02833,Mountain Central,Resort,Hospitality,37,32243.58,18695.22,198596.44,2,32,12,1.85,16549.7,56.706,52.993,44.9,0
C-02834,Mountain Central,Resort,Hospitality,9,41427.83,19912.92,166562.9,1,22,23,1.24,7241.87,72.917,32.913,46.1,0
C-02835,Mountain North,School District,Public Sector,8,86111.23,51344.9,577137.46,1,16,20,0.0,28856.87,72.302,19.988,84.2,0
C-02836,Mountain Central,Outfitter,Recreation Services,47,23005.87,8576.46,64742.01,1,19,22,5.73,2942.82,110.131,34.293,23.0,0
C-02837,Mountain North,Outdoor Retail,Retail,9,23822.37,9205.58,63473.9,1,133,10,4.38,6347.39,54.387,44.491,21.9,0
C-02838,Mountain Central,Resort,Hospitality,66,24144.18,8515.46,47128.71,2,42,25,4.49,1885.15,53.227,91.971,25.3,0
C-02839,Mountain Central,Outdoor Retail,Retail,45,14968.58,4434.27,28108.67,3,39,4,4.71,7027.17,48.857,53.715,34.1,1
C-02840,Mountain Central,Outdoor Retail,Retail,19,34351.94,12676.29,91544.24,1,35,16,2.93,5721.52,29.333,99.345,32.8,0
C-02841,Mountain North,Resort,Hospitality,13,64745.45,39560.11,414759.13,0,12,23,2.98,18033.01,69.77,91.578,48.5,1
C-02842,Mountain North,Outfitter,Recreation Services,37,11091.85,3517.89,17213.32,1,88,8,1.26,2151.67,74.499,65.74,28.8,0
C-02843,Mountain North,Outdoor Retail,Retail,20,41537.29,26301.3,255144.73,0,41,11,1.03,23194.98,60.086,99.87,29.4,0
C-02844,Mountain Central,Outfitter,Recreation Services,13,46685.25,19022.74,168349.46,3,24,12,2.58,14029.12,49.715,9.403,25.6,1
C-02845,Desert Southwest,Outdoor Retail,Retail,28,56449.65,33093.73,369285.34,3,9,15,5.96,24619.02,55.862,48.575,56.5,1
C-02846,Mountain North,Resort,Hospitality,1,22978.16,12541.6,98899.18,2,9,9,2.68,10988.8,54.724,5.675,43.9,0
C-02847,Desert Southwest,Outdoor Retail,Retail,24,24447.76,6031.43,37265.03,1,38,14,5.47,2661.79,38.425,56.611,25.0,1
C-02848,Mountain North,Outdoor Retail,Retail,8,26859.85,9431.06,65795.81,2,85,5,5.36,13159.16,69.917,56.177,27.2,0
C-02849,Mountain North,Outdoor Retail,Retail,9,22835.13,7662.02,40349.75,2,19,9,1.42,4483.31,64.206,61.617,25.9,0
C-02850,Desert Southwest,Outdoor Retail,Retail,30,38020.14,15314.9,105311.73,2,77,5,2.04,21062.35,57.67,6.052,35.0,0
C-02851,Mountain North,School District,Public Sector,12,21648.95,8319.21,68324.66,1,33,12,0.0,5693.72,43.226,70.485,38.2,0
C-02852,Mountain Central,Outdoor Retail,Retail,26,41046.75,18872.85,173319.35,6,14,7,5.08,24759.91,71.988,41.419,39.0,0
C-02853,Desert Southwest,Outdoor Retail,Retail,23,45853.21,19735.89,181171.36,1,38,19,2.73,9535.33,33.247,85.759,40.0,0
C-02854,Mountain Central,School District,Public Sector,26,14134.36,4001.59,25995.89,0,52,22,0.74,1181.63,48.193,65.943,23.4,0
C-02855,Mountain Central,Outfitter,Recreation Services,23,62407.77,31840.26,318989.05,2,23,26,5.45,12268.81,31.587,99.803,39.6,1
C-02856,Mountain North,Outdoor Retail,Retail,14,21886.4,10573.04,64517.4,0,53,6,6.5,10752.9,41.659,75.177,15.7,1
C-02857,Desert Southwest,Outfitter,Recreation Services,21,11739.8,3460.08,14303.81,2,13,8,6.09,1787.98,40.457,8.593,21.3,0
C-02858,Mountain North,Outdoor Retail,Retail,37,18950.23,9011.54,60023.68,1,12,11,5.84,5456.7,74.364,59.89,25.5,0
C-02859,Mountain Central,Outdoor Retail,Retail,19,30132.52,14652.99,100387.12,2,30,15,4.34,6692.47,62.083,1.79,39.6,0
C-02860,Mountain North,School District,Public Sector,77,15381.95,6190.91,30237.27,1,9,15,2.43,2015.82,48.8,47.954,21.2,0
C-02861,Mountain Central,Outdoor Retail,Retail,14,26273.57,7558.48,47307.78,2,23,22,6.64,2150.35,63.349,54.868,21.9,0
C-02862,Mountain North,Outdoor Retail,Retail,58,40662.6,22448.23,188379.94,2,17,9,5.17,20931.1,46.188,92.073,33.7,0
C-02863,Mountain Central,Resort,Hospitality,26,24922.92,10316.17,85282.8,3,68,17,0.0,5016.64,80.891,41.144,31.8,1
C-02864,Mountain Central,Outdoor Retail,Retail,15,26210.87,10710.79,72056.62,2,27,25,3.3,2882.26,52.987,38.457,34.3,0
C-02865,Mountain North,Outdoor Retail,Retail,31,75176.12,41581.91,430743.64,1,13,24,4.59,17947.65,71.048,37.951,65.4,1
C-02866,Mountain Central,Outfitter,Recreation Services,51,66302.1,44007.36,453800.41,3,2,12,5.53,37816.7,42.929,73.794,74.1,1
C-02867,Mountain Central,Outdoor Retail,Retail,12,72160.24,45162.08,526395.65,5,7,16,5.0,32899.73,19.483,9.314,60.1,1
C-02868,Mountain North,Outfitter,Recreation Services,39,12531.52,5220.29,24594.41,1,53,36,5.6,683.18,34.347,0.631,15.4,0
C-02869,Mountain Central,Outfitter,Recreation Services,46,18053.82,7564.73,41558.35,3,33,10,5.49,4155.84,79.834,41.314,25.7,0
C-02870,Desert Southwest,Resort,Hospitality,27,18355.16,5392.27,32744.82,3,8,8,1.22,4093.1,60.305,31.256,23.8,0
C-02871,Mountain Central,Outdoor Retail,Retail,29,38230.69,15076.62,144696.94,1,8,6,1.11,24116.16,58.454,6.679,38.4,0
C-02872,Mountain North,Outfitter,Recreation Services,41,23838.55,10398.63,84409.33,3,55,11,3.84,7673.58,29.059,70.038,20.9,1
C-02873,Mountain Central,School District,Public Sector,15,33137.82,14710.42,128523.2,1,18,13,2.54,9886.4,60.863,19.689,32.6,0
C-02874,Desert Southwest,School District,Public Sector,5,21070.02,6936.25,45744.68,0,94,14,0.0,3267.48,52.73,24.11,38.4,0
C-02875,Mountain Central,Outdoor Retail,Retail,26,37177.82,19889.16,159730.29,4,57,16,3.0,9983.14,68.116,37.062,37.1,1
C-02876,Mountain Central,Outdoor Retail,Retail,20,67248.28,39799.58,439222.21,2,22,25,3.6,17568.89,40.649,60.811,50.6,0
C-02877,Mountain North,Outdoor Retail,Retail,56,22806.8,12853.99,92125.43,1,52,9,4.83,10236.16,58.398,80.913,39.4,0
C-02878,Mountain North,Outdoor Retail,Retail,49,60774.38,32555.52,316295.96,3,25,9,4.96,35144.0,61.886,66.437,44.5,0
C-02879,Mountain Central,School District,Public Sector,22,37494.13,17429.72,155953.69,2,44,10,2.37,15595.37,54.796,56.074,38.5,0
C-02880,Mountain Central,Outdoor Retail,Retail,43,60148.15,36225.78,336257.31,2,13,26,1.84,12932.97,58.868,67.318,55.8,0
C-02881,Mountain Central,School District,Public Sector,43,19777.36,7746.6,59271.2,2,26,10,2.71,5927.12,41.051,38.789,33.4,0
C-02882,Mountain Central,Outdoor Retail,Retail,13,16295.91,4026.16,17478.12,0,78,25,4.71,699.12,58.697,99.44,17.4,0
C-02883,Desert Southwest,School District,Public Sector,36,42528.99,19526.26,174233.28,3,37,11,3.35,15839.39,50.574,43.47,54.4,0
C-02884,Mountain Central,Outdoor Retail,Retail,15,21466.58,7960.66,62639.93,1,33,14,7.81,4474.28,46.586,21.906,24.7,0
C-02885,Mountain North,Outfitter,Recreation Services,70,19423.15,4940.3,26649.77,0,11,18,1.36,1480.54,56.12,60.501,16.9,0
C-02886,Mountain North,Resort,Hospitality,16,42157.71,22159.57,192007.69,1,101,17,3.57,11294.57,32.864,65.196,42.4,0
C-02887,Mountain Central,Outdoor Retail,Retail,31,31846.17,16629.24,127705.77,3,50,8,5.46,15963.22,31.669,13.721,40.1,1
C-02888,Mountain North,Outdoor Retail,Retail,21,13537.44,4234.04,13077.93,3,27,4,4.18,3269.48,33.525,16.249,40.3,0
C-02889,Mountain North,Resort,Hospitality,32,36284.39,19171.21,192991.23,1,38,26,1.35,7422.74,48.728,90.207,48.6,0
C-02890,Mountain Central,Outdoor Retail,Retail,78,134289.16,87409.4,1020737.04,1,11,27,3.05,37805.08,54.617,85.068,94.3,0
C-02891,Mountain North,School District,Public Sector,11,145049.29,91205.4,1303048.97,2,12,38,2.11,34290.76,37.89,49.903,100.3,0
C-02892,Mountain North,Outfitter,Recreation Services,6,18476.38,5774.93,26929.99,0,49,14,4.32,1923.57,15.143,51.52,13.9,0
C-02893,Desert Southwest,Outdoor Retail,Retail,14,13950.1,4786.03,27859.65,1,21,11,2.6,2532.7,31.439,60.299,17.9,0
C-02894,Mountain Central,Outfitter,Recreation Services,15,13488.11,3738.66,16684.58,1,21,17,4.73,981.45,87.463,74.871,26.3,1
C-02895,Mountain Central,Outfitter,Recreation Services,23,19724.85,10560.62,74486.52,1,73,8,5.02,9310.82,18.131,12.62,25.0,1
C-02896,Mountain Central,Outfitter,Recreation Services,64,35328.93,16693.98,138374.44,2,14,18,4.59,7687.47,38.475,35.465,26.8,0
C-02897,Mountain North,Resort,Hospitality,18,10272.09,1714.6,4917.23,1,129,5,2.63,983.45,23.667,92.183,15.0,0
C-02898,Desert Southwest,Outdoor Retail,Retail,8,25494.78,9501.03,68798.81,2,50,18,5.62,3822.16,52.776,89.07,33.6,1
C-02899,Desert Southwest,Outdoor Retail,Retail,19,24782.42,11163.01,70523.36,4,73,15,5.23,4701.56,63.317,45.531,35.5,0
C-02900,Desert Southwest,Outdoor Retail,Retail,45,25001.63,9040.74,62501.49,0,15,25,1.74,2500.06,49.519,90.093,25.5,0
C-02901,Mountain North,Outfitter,Recreation Services,35,14040.29,4126.16,17528.79,1,47,17,6.35,1031.11,21.203,92.443,16.6,0
C-02902,Desert Southwest,Outdoor Retail,Retail,48,72799.64,54505.4,538381.49,1,27,17,3.17,31669.5,25.244,7.427,62.3,0
C-02903,Mountain Central,Resort,Hospitality,48,61733.13,24630.19,251362.81,2,10,7,0.0,35908.97,16.132,36.989,42.4,1
C-02904,Mountain Central,Outfitter,Recreation Services,10,17752.59,8131.56,47137.7,1,40,8,3.28,5892.21,28.602,34.58,29.4,0
C-02905,Mountain Central,Outdoor Retail,Retail,95,103951.48,58195.05,770862.27,0,75,27,3.03,28550.45,46.134,44.086,68.2,0
C-02906,Mountain Central,Outdoor Retail,Retail,42,17851.77,4787.22,22516.41,4,16,11,3.91,2046.95,40.418,21.914,37.6,0
C-02907,Mountain North,School District,Public Sector,54,38704.84,15633.73,116215.01,1,36,21,1.67,5534.05,57.839,91.654,38.0,0
C-02908,Mountain North,School District,Public Sector,33,32942.91,12155.68,94134.1,3,28,8,2.37,11766.76,40.501,82.177,48.6,1
C-02909,Desert Southwest,School District,Public Sector,11,75613.13,42595.75,513545.61,1,13,25,2.9,20541.82,46.767,71.016,57.3,0
C-02910,Mountain Central,Resort,Hospitality,1,60350.81,37667.92,438318.29,3,61,20,3.64,21915.91,55.244,80.411,59.7,0
C-02911,Mountain Central,Outfitter,Recreation Services,10,51780.33,32231.62,326757.9,3,14,21,4.53,15559.9,50.998,7.252,56.0,1
C-02912,Desert Southwest,Outdoor Retail,Retail,1,29713.45,12429.2,102685.22,2,22,20,5.75,5134.26,54.83,33.56,38.9,0
C-02913,Desert Southwest,Outdoor Retail,Retail,7,76294.15,41047.88,408154.11,0,21,29,6.89,14074.28,28.763,42.096,38.1,1
C-02914,Mountain North,Outfitter,Recreation Services,73,50430.38,28209.7,215419.39,3,12,29,5.87,7428.25,84.711,40.136,41.7,0
C-02915,Mountain North,Outdoor Retail,Retail,13,28869.79,11742.84,88295.05,3,45,6,2.93,14715.84,49.699,47.843,41.9,0
C-02916,Desert Southwest,Outdoor Retail,Retail,5,22741.09,6794.01,44432.38,1,53,5,3.93,8886.48,72.57,0.148,35.2,1
C-02917,Mountain North,Outdoor Retail,Retail,26,34669.23,18784.21,159313.75,3,43,23,4.62,6926.68,26.408,36.204,38.3,1
C-02918,Mountain Central,Outfitter,Recreation Services,42,20712.31,6011.47,44628.38,0,29,18,8.04,2479.35,17.762,71.341,8.6,0
C-02919,Mountain Central,Outdoor Retail,Retail,8,12218.89,2677.46,13683.24,4,31,10,2.6,1368.32,36.629,90.147,27.4,0
C-02920,Desert Southwest,School District,Public Sector,39,50357.87,23787.48,250009.54,2,44,21,2.8,11905.22,41.915,48.156,49.7,0
C-02921,Mountain Central,School District,Public Sector,44,110398.01,63946.48,715313.94,1,55,28,0.93,25546.93,70.389,24.703,79.4,0
C-02922,Mountain Central,Outdoor Retail,Retail,26,39176.48,18914.64,171056.72,0,17,11,4.33,15550.61,48.996,65.06,29.5,0
C-02923,Mountain Central,Outfitter,Recreation Services,23,14616.95,4136.7,20797.87,0,40,12,0.89,1733.16,54.896,92.597,24.9,0
C-02924,Mountain Central,Outdoor Retail,Retail,42,28019.22,8667.25,62318.06,2,40,12,5.89,5193.17,52.374,6.543,25.0,0
C-02925,Mountain Central,Outdoor Retail,Retail,17,21456.36,7558.1,34167.02,1,44,13,4.77,2628.23,21.602,56.812,22.0,0
C-02926,Mountain North,Outdoor Retail,Retail,29,16423.78,4043.76,24789.32,4,38,13,5.38,1906.87,73.806,0.931,30.1,0
C-02927,Mountain Central,Outdoor Retail,Retail,29,110540.6,66097.05,760997.6,3,68,27,4.16,28185.1,60.876,31.129,78.3,1
C-02928,Mountain Central,Outdoor Retail,Retail,8,17835.67,5170.43,26236.28,2,5,15,5.82,1749.09,49.271,12.029,23.9,0
C-02929,Mountain North,Outdoor Retail,Retail,16,22013.9,7875.43,50148.42,1,23,20,3.96,2507.42,54.111,73.647,13.5,0
C-02930,Desert Southwest,Outdoor Retail,Retail,10,37668.19,17395.68,151433.7,1,12,28,3.12,5408.35,9.837,34.666,31.8,0
C-02931,Mountain Central,Resort,Hospitality,43,31168.93,15264.33,112476.83,1,34,6,4.99,18746.14,83.454,1.465,40.5,1
C-02932,Mountain North,Outdoor Retail,Retail,29,63510.59,41541.7,467935.44,0,25,35,3.17,13369.58,46.729,86.848,41.7,0
C-02933,Mountain North,Resort,Hospitality,23,16230.37,6376.9,22695.61,2,4,23,4.8,986.77,32.792,90.077,21.9,1
C-02934,Mountain Central,Outfitter,Recreation Services,28,33235.22,11644.25,80100.38,1,32,10,3.52,8010.04,42.833,28.335,21.9,0
C-02935,Desert Southwest,School District,Public Sector,12,29708.11,11514.35,80628.7,1,15,14,1.77,5759.19,29.804,16.611,29.0,0
C-02936,Mountain North,Outdoor Retail,Retail,21,12067.34,3092.99,15158.16,0,6,17,5.71,891.66,77.598,17.751,17.7,0
C-02937,Mountain Central,Outdoor Retail,Retail,103,42329.04,18814.09,163921.77,1,33,6,4.92,27320.3,39.641,12.24,35.3,0
C-02938,Mountain North,School District,Public Sector,35,39764.82,16943.27,108164.14,2,51,18,4.12,6009.12,39.662,8.923,46.2,0
C-02939,Mountain Central,Outdoor Retail,Retail,90,50383.93,20959.4,173416.06,3,10,12,1.73,14451.34,54.935,90.435,50.4,0
C-02940,Mountain Central,Outdoor Retail,Retail,9,14511.89,4699.4,16842.27,0,40,9,4.86,1871.36,58.327,84.036,11.5,0
C-02941,Mountain North,Outdoor Retail,Retail,10,41149.28,18282.55,141903.66,0,105,14,5.19,10135.98,24.177,99.342,31.0,0
C-02942,Mountain Central,Outdoor Retail,Retail,33,37748.14,16287.59,149856.74,5,49,15,0.76,9990.45,36.074,71.721,47.5,1
C-02943,Mountain Central,Resort,Hospitality,31,21073.57,8072.05,42808.63,1,18,6,3.93,7134.77,46.408,43.06,30.0,0
C-02944,Mountain North,Resort,Hospitality,21,13119.0,4000.8,23622.29,0,85,24,1.09,984.26,23.374,63.209,25.5,0
C-02945,Mountain Central,Outdoor Retail,Retail,16,33197.43,14593.51,98080.38,0,36,12,2.69,8173.36,27.365,71.845,20.9,0
C-02946,Mountain Central,Resort,Hospitality,38,18510.36,4659.35,28529.52,4,20,3,3.38,9509.84,62.074,76.784,38.5,1
C-02947,Desert Southwest,Outfitter,Recreation Services,37,28172.95,13224.93,97904.44,1,26,10,6.67,9790.44,41.298,95.039,21.2,0
C-02948,Mountain North,Outdoor Retail,Retail,13,47539.77,26531.96,280064.52,5,35,12,1.96,23338.71,29.066,12.846,48.7,1
C-02949,Desert Southwest,Resort,Hospitality,46,35857.91,19917.56,182100.77,0,46,29,1.13,6279.34,73.288,90.385,37.5,0
C-02950,Desert Southwest,School District,Public Sector,44,34702.14,14724.13,113650.43,1,111,16,3.49,7103.15,61.674,41.896,47.3,0
C-02951,Mountain Central,School District,Public Sector,17,36204.22,14947.42,98314.66,2,31,22,0.0,4468.85,73.031,53.228,56.9,0
C-02952,Mountain Central,Outfitter,Recreation Services,57,42699.09,17630.68,145351.09,1,14,18,8.17,8075.06,49.046,42.973,33.2,0
C-02953,Mountain Central,Resort,Hospitality,27,14950.36,4331.72,26812.31,1,69,8,5.2,3351.54,48.398,72.599,26.4,0
C-02954,Mountain North,Outfitter,Recreation Services,26,9145.52,2173.83,8931.51,2,21,46,4.26,194.16,73.538,49.286,16.1,0
C-02955,Mountain Central,Outdoor Retail,Retail,38,33624.28,16918.43,133781.29,0,18,13,6.18,10290.87,53.728,42.626,32.8,0
C-02956,Desert Southwest,School District,Public Sector,28,22154.19,7327.29,38140.12,1,14,5,0.0,7628.02,55.835,87.925,33.0,0
C-02957,Mountain Central,Resort,Hospitality,19,21220.22,5795.09,33571.46,0,43,40,0.0,839.29,49.055,31.657,19.1,0
C-02958,Mountain Central,Outdoor Retail,Retail,36,61488.63,34079.67,300063.65,2,14,30,6.06,10002.12,55.2,37.842,43.7,0
C-02959,Mountain North,Outdoor Retail,Retail,43,52114.06,31758.97,278200.92,2,58,11,6.25,25290.99,63.573,12.726,54.9,1
C-02960,Mountain North,Outdoor Retail,Retail,13,37449.94,20044.73,149853.69,1,23,19,3.45,7887.04,45.562,61.758,17.4,0
